# ID,label,height,root_density,area,shape_index,linearity_top,planarity_top,sphericity_top,omnivariance_top,anisotropy_top,change_of_curvature_top,num_points
 215.00000,   2.00000,   8.84000,   0.00418, 938.87531,   6.87476,   0.77770,   0.10613,   0.11616,   0.43226,   0.88383,   0.08679,1436.00000
 216.00000,   2.00000,   5.39000,   0.00444, 676.19897,   6.44197,   0.40831,   0.45199,   0.13969,   0.46806,   0.86030,   0.08068,1351.00000
 217.00000,   2.00000,  10.21000,   0.00529, 103.30141,   1.75874,   0.81274,   0.08337,   0.10389,   0.62219,   0.89610,   0.08046, 378.00000
 218.00000,   2.00000,   7.30000,   0.00800,  13.05397,   0.31364,   0.97907,   0.01795,   0.00298,   0.15692,   0.99702,   0.00291, 250.00000
 219.00000,   2.00000,   7.64000,   0.03846,   4.00395,   0.32837,   0.95504,   0.01868,   0.02627,   0.11998,   0.97372,   0.02453, 156.00000
 220.00000,   2.00000,   4.30000,   0.00564, 985.69141,   7.81651,   0.98710,   0.00713,   0.00576,   0.10184,   0.99423,   0.00566,1773.00000
 221.00000,   2.00000,   6.89000,   0.02067,  27.02599,   0.80889,   0.93040,   0.03606,   0.03353,   0.12769,   0.96646,   0.03039, 387.00000
 222.00000,   2.00000,   7.49000,   0.01091,  10.49598,   0.38829,   0.90332,   0.08650,   0.01017,   0.14185,   0.98982,   0.00919, 275.00000
 223.00000,   2.00000,   7.86000,   0.01361,  18.68611,   0.68705,   0.99084,   0.00366,   0.00550,   0.49797,   0.99450,   0.00542, 147.00000
 224.00000,   2.00000,   8.38000,   0.00206, 647.78528,   5.70838,   0.97393,   0.01883,   0.00724,   0.23748,   0.99276,   0.00701,1459.00000
 225.00000,   2.00000,   5.54000,   0.01172,  23.48526,   0.58532,   0.98587,   0.00208,   0.01204,   0.21486,   0.98795,   0.01174, 256.00000
 226.00000,   2.00000,   7.12000,   0.00129, 751.64935,   6.57045,   0.89429,   0.09051,   0.01519,   0.18424,   0.98480,   0.01356,1556.00000
 227.00000,   2.00000,   6.41000,   0.00467,  89.33231,   1.72072,   0.96065,   0.00983,   0.02952,   0.20728,   0.97048,   0.02761, 428.00000
 228.00000,   2.00000,   5.69000,   0.02357,  30.39240,   0.96343,   0.96495,   0.02367,   0.01138,   0.15534,   0.98862,   0.01087, 297.00000
 229.00000,   2.00000,   3.66000,   0.02284, 139.10838,   2.60564,   0.67165,   0.22333,   0.10501,   0.29496,   0.89498,   0.07326, 394.00000
 230.00000,   2.00000,   7.82000,   0.01453,  17.41073,   0.33879,   0.91475,   0.07249,   0.01276,   0.19873,   0.98723,   0.01162, 413.00000
 231.00000,   2.00000,   4.90000,   0.05882,   6.48463,   0.57840,   0.75491,   0.16606,   0.07902,   0.34922,   0.92098,   0.05968, 119.00000
 232.00000,   2.00000,   7.34000,   0.00743, 138.20512,   2.21590,   0.95162,   0.03954,   0.00884,   0.18498,   0.99116,   0.00836, 673.00000
 233.00000,   2.00000,   4.91000,   0.01210, 145.16951,   2.63496,   0.92583,   0.06697,   0.00720,   0.23079,   0.99279,   0.00666, 496.00000
 234.00000,   2.00000,   8.53000,   0.00355, 770.63812,   6.65814,   0.77719,   0.10004,   0.12276,   0.47616,   0.87723,   0.09123,1974.00000
 235.00000,   2.00000,   6.69000,   0.01025, 110.72543,   2.04827,   0.91292,   0.04901,   0.03807,   0.29548,   0.96193,   0.03383, 488.00000
 236.00000,   2.00000,   7.84000,   0.02167,  14.84627,   0.43972,   0.96524,   0.02501,   0.00974,   0.14520,   0.99025,   0.00933, 323.00000
 237.00000,   2.00000,   4.45000,   0.02703,  12.91195,   0.82212,   0.73784,   0.21581,   0.04635,   0.59217,   0.95365,   0.03542, 111.00000
 238.00000,   2.00000,   4.00000,   0.03101,   3.83930,   0.27266,   0.96530,   0.02683,   0.00787,   0.16099,   0.99213,   0.00754, 129.00000
 239.00000,   2.00000,   4.54000,   0.02888,  30.40672,   1.03502,   0.96053,   0.03089,   0.00858,   0.24452,   0.99142,   0.00819, 277.00000
 240.00000,   2.00000,   9.08000,   0.01838,  54.10516,   0.92328,   0.93319,   0.05566,   0.01114,   0.14527,   0.98885,   0.01034, 544.00000
 241.00000,   2.00000,   5.40000,   0.03797,  28.20844,   0.97845,   0.96651,   0.01023,   0.02326,   0.29168,   0.97674,   0.02201, 237.00000
 242.00000,   2.00000,   7.68000,   0.03378,  10.27328,   0.45431,   0.97061,   0.02097,   0.00841,   0.38189,   0.99159,   0.00811, 148.00000
 243.00000,   2.00000,   4.17000,   0.06250,   3.65116,   0.29595,   0.95593,   0.03432,   0.00975,   0.16753,   0.99025,   0.00925, 112.00000
 244.00000,   2.00000,   6.33000,   0.01065,  28.06772,   0.43663,   0.97937,   0.01258,   0.00805,   0.21151,   0.99194,   0.00783, 657.00000
 245.00000,   2.00000,   8.53000,   0.00676, 386.32404,   4.83828,   0.92766,   0.05133,   0.02101,   0.26717,   0.97899,   0.01921,1184.00000
 246.00000,   2.00000,   6.13000,   0.00295, 349.94092,   4.32290,   0.62236,   0.27928,   0.09836,   0.31909,   0.90163,   0.06664,1356.00000
 247.00000,   2.00000,   7.86000,   0.00151,2854.74097,   8.14147,   0.96420,   0.02629,   0.00950,   0.14074,   0.99050,   0.00909,4626.00000
 248.00000,   2.00000,   5.23000,   0.00171,1536.53052,   9.04036,   0.81527,   0.05105,   0.13367,   0.46225,   0.86632,   0.10139,1759.00000
 249.00000,   2.00000,   5.65000,   0.00327,  51.84994,   1.12996,   0.68248,   0.28606,   0.03146,   0.18359,   0.96853,   0.02332, 611.00000
 250.00000,   2.00000,   4.25000,   0.01688,  78.56157,   1.88688,   0.89751,   0.10144,   0.00104,   0.29529,   0.99896,   0.00094, 237.00000
 251.00000,   2.00000,   9.90000,   0.00272, 633.66119,   6.13176,   0.82778,   0.11156,   0.06065,   0.57996,   0.93934,   0.04920,1101.00000
 252.00000,   2.00000,   6.85000,   0.00265,1212.65186,   8.19419,   0.90969,   0.08265,   0.00766,   0.22877,   0.99234,   0.00697,1890.00000
 253.00000,   2.00000,   7.82000,   0.02115,  13.05749,   0.42232,   0.55005,   0.39716,   0.05277,   0.21611,   0.94721,   0.03512, 331.00000
 254.00000,   2.00000,   6.05000,   0.02198,   7.37954,   0.35637,   0.98054,   0.00784,   0.01162,   0.15249,   0.98838,   0.01127, 182.00000
 255.00000,   2.00000,   6.38000,   0.03756,  10.70221,   0.43217,   0.97832,   0.00822,   0.01345,   0.22980,   0.98654,   0.01300, 213.00000
 256.00000,   2.00000,   3.15000,   0.00787, 145.70134,   2.24859,   0.93881,   0.05524,   0.00595,   0.15639,   0.99404,   0.00558, 635.00000
 257.00000,   2.00000,   8.26000,   0.00447, 511.30219,   4.81660,   0.76324,   0.16675,   0.07000,   0.28666,   0.92999,   0.05357,1119.00000
 258.00000,   2.00000,   7.60000,   0.00661,  14.87010,   0.31587,   0.63510,   0.35104,   0.01385,   0.16770,   0.98614,   0.01005, 605.00000
 259.00000,   2.00000,   6.24000,   0.00738,  10.47180,   0.27691,   0.90433,   0.08079,   0.01487,   0.24265,   0.98512,   0.01339, 271.00000
 260.00000,   2.00000,   6.26000,   0.01465,  56.09475,   1.22136,   0.81605,   0.16676,   0.01717,   0.16825,   0.98282,   0.01430, 546.00000
 261.00000,   2.00000,   6.76000,   0.00116, 778.46948,   6.14470,   0.20215,   0.56285,   0.23496,   0.16098,   0.76500,   0.11559,1730.00000
 262.00000,   2.00000,   7.19000,   0.01923,  29.69667,   0.86973,   0.82305,   0.08468,   0.09226,   0.52193,   0.90773,   0.07269, 260.00000
 263.00000,   2.00000,   5.35000,   0.01630,  10.63810,   0.55334,   0.94574,   0.03946,   0.01480,   0.19145,   0.98520,   0.01384, 184.00000
 264.00000,   2.00000,   7.14000,   0.00531,  22.49313,   0.54471,   0.91878,   0.07351,   0.00770,   0.18299,   0.99229,   0.00707, 377.00000
 265.00000,   2.00000,   4.86000,   0.00507, 330.59219,   3.08024,   0.98415,   0.01400,   0.00185,   0.14370,   0.99815,   0.00182,1184.00000
 266.00000,   2.00000,   5.50000,   0.00111, 624.81567,   5.57691,   0.97639,   0.01631,   0.00730,   0.15226,   0.99270,   0.00708,1805.00000
 267.00000,   2.00000,   6.19000,   0.00612,  92.40558,   1.91239,   0.81891,   0.14938,   0.03170,   0.18154,   0.96829,   0.02613, 490.00000
 268.00000,   2.00000,   5.61000,   0.03409,   5.46819,   0.31535,   0.96084,   0.02785,   0.01130,   0.14173,   0.98870,   0.01076, 176.00000
 269.00000,   2.00000,   7.36000,   0.02488,   9.63763,   0.60051,   0.76785,   0.06310,   0.16904,   0.26476,   0.83095,   0.12064, 201.00000
 270.00000,   2.00000,   7.35000,   0.01690,  45.93197,   1.05847,   0.97022,   0.02242,   0.00735,   0.16603,   0.99264,   0.00709, 355.00000
 271.00000,   2.00000,   5.81000,   0.01067,  16.60753,   0.56122,   0.84790,   0.13316,   0.01892,   0.12547,   0.98106,   0.01616, 375.00000
 272.00000,   2.00000,   7.88000,   0.03318,  15.53287,   0.92643,   0.46275,   0.50653,   0.03071,   0.29399,   0.96928,   0.01959, 211.00000
 273.00000,   2.00000,   6.03000,   0.00177, 101.76958,   1.92701,   0.98978,   0.00781,   0.00240,   0.24278,   0.99760,   0.00237, 566.00000
 274.00000,   2.00000,   4.87000,   0.02273,   8.93452,   0.27705,   0.99231,   0.00605,   0.00165,   0.21214,   0.99835,   0.00163, 176.00000
 275.00000,   2.00000,   6.38000,   0.00829, 143.05705,   2.51149,   0.89770,   0.08606,   0.01624,   0.24963,   0.98376,   0.01452, 724.00000
 276.00000,   2.00000,   7.03000,   0.02692,  22.33552,   0.70559,   0.91623,   0.04572,   0.03805,   0.30035,   0.96195,   0.03392, 260.00000
 277.00000,   2.00000,   7.24000,   0.01918,  19.85199,   0.59623,   0.95315,   0.03317,   0.01367,   0.16921,   0.98632,   0.01289, 365.00000
 278.00000,   2.00000,   4.32000,   0.00605,  87.11785,   1.43495,   0.97833,   0.01839,   0.00329,   0.19309,   0.99671,   0.00321, 496.00000
 279.00000,   2.00000,   5.09000,   0.01290, 106.37486,   2.33816,   0.97678,   0.01844,   0.00478,   0.24398,   0.99522,   0.00465, 310.00000
 280.00000,   2.00000,   7.57000,   0.02555,  33.94061,   1.27855,   0.68611,   0.26910,   0.04478,   0.25837,   0.95521,   0.03296, 274.00000
 281.00000,   2.00000,   7.13000,   0.01308,  28.78128,   0.49261,   0.92579,   0.06839,   0.00582,   0.27723,   0.99418,   0.00539, 535.00000
 282.00000,   2.00000,   6.87000,   0.03089,  37.61879,   1.09252,   0.83327,   0.13606,   0.03067,   0.32691,   0.96932,   0.02562, 259.00000
 283.00000,   2.00000,   3.89000,   0.03419,  10.16894,   0.35955,   0.96805,   0.02029,   0.01165,   0.19172,   0.98834,   0.01117, 234.00000
 284.00000,   2.00000,   4.95000,   0.00220, 307.30862,   3.94123,   0.75609,   0.23282,   0.01108,   0.18940,   0.98891,   0.00883, 908.00000
 285.00000,   2.00000,   6.42000,   0.00447, 402.74103,   4.71836,   0.55543,   0.41132,   0.03324,   0.22172,   0.96675,   0.02249, 671.00000
 286.00000,   2.00000,   8.26000,   0.00388, 923.91357,   7.04736,   0.25676,   0.52140,   0.22183,   0.55889,   0.77816,   0.11289,1805.00000
 287.00000,   2.00000,   8.54000,   0.05333,  12.82781,   0.60790,   0.73644,   0.15924,   0.10432,   0.38639,   0.89567,   0.07626, 150.00000
 288.00000,   2.00000,   8.45000,   0.00258,1066.46216,   6.49829,   0.94474,   0.04635,   0.00890,   0.19129,   0.99109,   0.00837,2322.00000
 289.00000,   2.00000,   8.52000,   0.00184,1847.14307,   9.81968,   0.88544,   0.10434,   0.01021,   0.19573,   0.98978,   0.00908,3254.00000
 290.00000,   2.00000,   8.82000,   0.01235,  34.37305,   0.52592,   0.82560,   0.06159,   0.11279,   0.16136,   0.88720,   0.08762, 567.00000
 291.00000,   2.00000,   4.58000,   0.01087,  23.90675,   0.35433,   0.67751,   0.30560,   0.01689,   0.18885,   0.98310,   0.01261, 920.00000
 292.00000,   2.00000,   8.20000,   0.02469,   4.04239,   0.25615,   0.89203,   0.09848,   0.00949,   0.12651,   0.99051,   0.00849, 162.00000
 293.00000,   2.00000,   6.61000,   0.02449,  32.02524,   1.05703,   0.98132,   0.01567,   0.00301,   0.13897,   0.99698,   0.00295, 245.00000
 294.00000,   2.00000,   7.64000,   0.01806,  81.36749,   2.09242,   0.04341,   0.87471,   0.08187,   0.55783,   0.91812,   0.04016, 443.00000
 295.00000,   2.00000,   6.10000,   0.00975, 131.13577,   1.06195,   0.99013,   0.00913,   0.00074,   0.36205,   0.99926,   0.00073, 718.00000
 296.00000,   2.00000,   4.78000,   0.01209,  37.08084,   0.58291,   0.87152,   0.11386,   0.01461,   0.19498,   0.98538,   0.01278, 579.00000
 297.00000,   2.00000,   7.31000,   0.00820,  15.98429,   0.40019,   0.91169,   0.08145,   0.00686,   0.22943,   0.99314,   0.00626, 366.00000
 298.00000,   2.00000,   8.52000,   0.00909,  29.31763,   0.96969,   0.78202,   0.19137,   0.02660,   0.26598,   0.97340,   0.02137, 330.00000
 299.00000,   2.00000,   6.25000,   0.01176,  24.94483,   0.91762,   0.86757,   0.12554,   0.00688,   0.49008,   0.99312,   0.00604, 170.00000
 300.00000,   3.00000,  15.93000,   0.04819,  21.49934,   0.96482,   0.90779,   0.07860,   0.01361,   0.28860,   0.98639,   0.01231, 166.00000
 301.00000,   3.00000,  17.45000,   0.09239,   5.74676,   0.60902,   0.43572,   0.19932,   0.36495,   0.36273,   0.63504,   0.18917, 184.00000
 302.00000,   3.00000,  16.61000,   0.07965,   7.66153,   0.68188,   0.51758,   0.37975,   0.10266,   1.41313,   0.89733,   0.06477, 113.00000
 303.00000,   3.00000,  17.26000,   0.12791,  12.88838,   0.79773,   0.73429,   0.11530,   0.15040,   1.10245,   0.84959,   0.10621, 172.00000
 304.00000,   3.00000,  17.24000,   0.01235,  12.41048,   0.83237,   0.70596,   0.23117,   0.06284,   0.14294,   0.93714,   0.04632, 162.00000
 305.00000,   3.00000,  15.07000,   0.20388,   5.28206,   0.55651,   0.82741,   0.15899,   0.01360,   0.94424,   0.98640,   0.01146, 103.00000
 306.00000,   3.00000,  15.34000,   0.07161,  31.05059,   1.35735,   0.69218,   0.15463,   0.15317,   0.30347,   0.84681,   0.10484, 391.00000
 307.00000,   3.00000,  16.17000,   0.00775,  28.28344,   0.85361,   0.76050,   0.20293,   0.03657,   0.80227,   0.96343,   0.02865, 129.00000
 308.00000,   3.00000,  12.26000,   0.00862,  12.35908,   0.55680,   0.96865,   0.01813,   0.01322,   0.15077,   0.98678,   0.01265, 232.00000
 309.00000,   3.00000,  14.12000,   0.01529,   7.88133,   0.59940,   0.65688,   0.08120,   0.26191,   0.25169,   0.73807,   0.16318, 327.00000
 310.00000,   3.00000,  16.57000,   0.02217,  13.89855,   0.59434,   0.42078,   0.52456,   0.05465,   0.32967,   0.94534,   0.03345, 406.00000
 311.00000,   3.00000,  13.73000,   0.08000,   4.55991,   0.33306,   0.75389,   0.23901,   0.00710,   0.42723,   0.99290,   0.00566, 125.00000
 312.00000,   3.00000,  17.11000,   0.23016,   9.12748,   0.68274,   0.86797,   0.08855,   0.04348,   1.90427,   0.95652,   0.03699, 126.00000
 313.00000,   3.00000,  10.98000,   0.02967,  19.56774,   0.77630,   0.95602,   0.03347,   0.01051,   0.16734,   0.98949,   0.00996, 337.00000
 314.00000,   3.00000,  14.59000,   0.08491,   1.31511,   0.29994,   0.98297,   0.00252,   0.01450,   0.32488,   0.98550,   0.01406, 106.00000
 315.00000,   3.00000,  12.33000,   0.13393,   0.89157,   0.24912,   0.98930,   0.00329,   0.00741,   0.31437,   0.99259,   0.00728, 112.00000
 316.00000,   3.00000,  14.97000,   0.09150,  20.44448,   0.82950,   0.73739,   0.24779,   0.01481,   0.27606,   0.98518,   0.01160, 306.00000
 317.00000,   3.00000,  12.63000,   0.04484,  18.66195,   0.82147,   0.60421,   0.36139,   0.03440,   0.77385,   0.96560,   0.02405, 223.00000
 318.00000,   3.00000,  17.51000,   0.19394,   4.19463,   0.28807,   0.65794,   0.33417,   0.00789,   0.34089,   0.99210,   0.00585, 165.00000
 319.00000,   3.00000,  14.79000,   0.10497,  65.30755,   0.83698,   0.55827,   0.38762,   0.05411,   0.70589,   0.94588,   0.03618, 181.00000
 320.00000,   3.00000,  17.20000,   0.06040,   2.34860,   0.39597,   0.93618,   0.04881,   0.01501,   0.36136,   0.98499,   0.01391, 149.00000
 321.00000,   3.00000,  16.26000,   0.03731,  12.72483,   0.55190,   0.54691,   0.44416,   0.00893,   0.34878,   0.99107,   0.00611, 268.00000
 322.00000,   3.00000,  18.30000,   0.14211,  10.98156,   0.85600,   0.33768,   0.22885,   0.43345,   0.50659,   0.56654,   0.20682, 190.00000
 323.00000,   3.00000,  17.04000,   0.19802,   8.25370,   0.69152,   0.86073,   0.09432,   0.04495,   1.21076,   0.95505,   0.03796, 101.00000
 324.00000,   3.00000,  19.47000,   0.14433,   3.05195,   0.39174,   0.48457,   0.45516,   0.06025,   0.21048,   0.93973,   0.03824, 194.00000
 325.00000,   3.00000,  14.95000,   0.09630,  12.48243,   0.68244,   0.94647,   0.02700,   0.02653,   0.49623,   0.97346,   0.02457, 135.00000
 326.00000,   3.00000,  15.31000,   0.14615,  15.97723,   0.88933,   0.87078,   0.02033,   0.10888,   0.53668,   0.89111,   0.08794, 130.00000
 327.00000,   3.00000,  20.16000,   0.07534,  23.65915,   1.01670,   0.41601,   0.53759,   0.04639,   0.23844,   0.95360,   0.02845, 292.00000
 328.00000,   3.00000,  15.24000,   0.19672,   5.25188,   0.53946,   0.65575,   0.30330,   0.04095,   0.78330,   0.95905,   0.02956, 122.00000
 329.00000,   3.00000,  18.24000,   0.02105,   4.43152,   0.51177,   0.81040,   0.17351,   0.01608,   0.33329,   0.98391,   0.01334, 190.00000
 330.00000,   3.00000,  17.00000,   0.04419,  26.47460,   0.96415,   0.45095,   0.50642,   0.04261,   0.21642,   0.95738,   0.02677, 430.00000
 331.00000,   3.00000,  12.90000,   0.30769,   1.24115,   0.29268,   0.98063,   0.00637,   0.01299,   0.30353,   0.98701,   0.01259, 117.00000
 332.00000,   3.00000,  15.09000,   0.06912,   8.58136,   0.55170,   0.68225,   0.30539,   0.01235,   0.28986,   0.98765,   0.00928, 217.00000
 333.00000,   3.00000,  14.69000,   0.05650,  37.25322,   1.15116,   0.95434,   0.01075,   0.03491,   0.42653,   0.96509,   0.03231, 177.00000
 334.00000,   3.00000,  16.79000,   0.14179,   5.55895,   0.51723,   0.83757,   0.13561,   0.02682,   0.76818,   0.97318,   0.02255, 134.00000
 335.00000,   3.00000,  16.36000,   0.06557,  27.73966,   1.04137,   0.68057,   0.26432,   0.05510,   0.71030,   0.94489,   0.04009, 305.00000
 336.00000,   3.00000,  16.21000,   0.07018,   1.33685,   0.23435,   0.98697,   0.00916,   0.00388,   0.42177,   0.99612,   0.00381, 114.00000
 337.00000,   3.00000,  24.90000,   0.09756,   2.13867,   0.36619,   0.94440,   0.03853,   0.01707,   0.50053,   0.98293,   0.01591, 123.00000
 338.00000,   3.00000,  18.02000,   0.05983,  11.75501,   0.81995,   0.92644,   0.03650,   0.03706,   0.90730,   0.96294,   0.03337, 117.00000
 339.00000,   3.00000,  14.85000,   0.08125,  38.51441,   0.86510,   0.60899,   0.31213,   0.07888,   0.66353,   0.92111,   0.05366, 160.00000
 340.00000,   3.00000,  17.03000,   0.16102,   1.93896,   0.35884,   0.89647,   0.06632,   0.03721,   0.37840,   0.96279,   0.03262, 118.00000
 341.00000,   3.00000,  17.74000,   0.13918,   2.60136,   0.38590,   0.78109,   0.17942,   0.03948,   0.25302,   0.96051,   0.03138, 194.00000
 342.00000,   3.00000,  15.05000,   0.10769,   7.01416,   0.69309,   0.90856,   0.04236,   0.04907,   0.55874,   0.95093,   0.04303, 130.00000
 343.00000,   3.00000,  14.78000,   0.09714,   4.95796,   0.42237,   0.64479,   0.34102,   0.01419,   0.35600,   0.98580,   0.01036, 175.00000
 344.00000,   3.00000,  17.74000,   0.10135,   3.57770,   0.36923,   0.71908,   0.25381,   0.02710,   0.36003,   0.97289,   0.02072, 148.00000
 345.00000,   3.00000,  16.52000,   0.01515,  28.05180,   1.10203,   0.26034,   0.66561,   0.07403,   0.20482,   0.92595,   0.04082, 396.00000
 346.00000,   3.00000,  18.76000,   0.10303,   9.13310,   0.55132,   0.40530,   0.40338,   0.19131,   0.77397,   0.80868,   0.10712, 165.00000
 347.00000,   3.00000,  14.40000,   0.04062,  13.85153,   0.55254,   0.57842,   0.40835,   0.01323,   0.42365,   0.98677,   0.00922, 320.00000
 348.00000,   3.00000,  14.97000,   0.11667,   1.24483,   0.19961,   0.95040,   0.04631,   0.00329,   0.33698,   0.99671,   0.00312, 120.00000
 349.00000,   3.00000,  11.08000,   0.08527,   2.25083,   0.33636,   0.39594,   0.55214,   0.05191,   0.24079,   0.94807,   0.03135, 129.00000
 350.00000,   3.00000,  14.02000,   0.08871,   4.49370,   0.32988,   0.70238,   0.29045,   0.00717,   0.41344,   0.99283,   0.00549, 124.00000
 351.00000,   3.00000,  13.08000,   0.02284,  15.09145,   0.55250,   0.70661,   0.28799,   0.00540,   0.44891,   0.99459,   0.00416, 394.00000
 352.00000,   3.00000,  15.84000,   0.03900,  19.78627,   0.80751,   0.71273,   0.27042,   0.01684,   0.25939,   0.98315,   0.01292, 359.00000
 353.00000,   3.00000,  19.07000,   0.07759,   2.91036,   0.41377,   0.59518,   0.34414,   0.06067,   0.18396,   0.93932,   0.04140, 232.00000
 354.00000,   3.00000,  11.06000,   0.01724,  12.91467,   0.59085,   0.98873,   0.01034,   0.00093,   0.04817,   0.99907,   0.00092, 290.00000
 355.00000,   3.00000,  19.41000,   0.06158,  16.70786,   0.68777,   0.59615,   0.37237,   0.03147,   0.22176,   0.96852,   0.02193, 341.00000
 356.00000,   3.00000,  15.11000,   0.12162,  19.50643,   0.98882,   0.89395,   0.02525,   0.08080,   0.68972,   0.91919,   0.06808, 148.00000
 357.00000,   3.00000,  16.08000,   0.17094,   0.96010,   0.26453,   0.98670,   0.00280,   0.01050,   0.30431,   0.98950,   0.01025, 117.00000
 358.00000,   3.00000,  16.95000,   0.09091,   4.15161,   0.52760,   0.30821,   0.63202,   0.05975,   0.20081,   0.94023,   0.03411, 231.00000
 359.00000,   3.00000,  16.01000,   0.05247,  16.90011,   1.01337,   0.57309,   0.18800,   0.23889,   0.20440,   0.76109,   0.14341, 324.00000
 360.00000,   3.00000,  16.56000,   0.03791,  24.11346,   0.98259,   0.90782,   0.02462,   0.06756,   0.52289,   0.93244,   0.05825, 211.00000
 361.00000,   3.00000,  11.01000,   0.01216,  20.85085,   1.05329,   0.28409,   0.30969,   0.40619,   0.28090,   0.59378,   0.19141, 658.00000
 362.00000,   3.00000,  17.44000,   0.04633,  33.61299,   0.88821,   0.42156,   0.50425,   0.07417,   0.13453,   0.92581,   0.04488, 518.00000
 363.00000,   3.00000,  15.17000,   0.19492,   5.27718,   0.52850,   0.97875,   0.01317,   0.00808,   0.69120,   0.99192,   0.00785, 118.00000
 364.00000,   3.00000,  17.02000,   0.03160,  17.85618,   0.61038,   0.65484,   0.33180,   0.01335,   0.32681,   0.98664,   0.00983, 443.00000
 365.00000,   3.00000,  17.33000,   0.01299,   3.45995,   0.47349,   0.92595,   0.04908,   0.02497,   0.36291,   0.97503,   0.02272, 154.00000
 366.00000,   3.00000,  11.14000,   0.07258,   5.18186,   0.37829,   0.75458,   0.23792,   0.00749,   0.41551,   0.99250,   0.00598, 124.00000
 367.00000,   3.00000,  12.02000,   0.04950,   3.53321,   0.41048,   0.77464,   0.08086,   0.14448,   0.17255,   0.85550,   0.10547, 202.00000
 368.00000,   3.00000,  17.28000,   0.06593,  22.31072,   0.97900,   0.84670,   0.03626,   0.11703,   0.42126,   0.88296,   0.09213, 273.00000
 369.00000,   3.00000,  16.43000,   0.15672,   1.80180,   0.33179,   0.80934,   0.14475,   0.04590,   0.28232,   0.95409,   0.03712, 134.00000
 370.00000,   3.00000,  16.93000,   0.11628,  11.72023,   0.88468,   0.67308,   0.14029,   0.18661,   0.17754,   0.81337,   0.12330, 215.00000
 371.00000,   3.00000,  22.90000,   0.07748,  32.00183,   0.90015,   0.49722,   0.14701,   0.35575,   0.38079,   0.64423,   0.19142, 413.00000
 372.00000,   3.00000,  20.67000,   0.06122,   8.87296,   0.70843,   0.74475,   0.10802,   0.14723,   0.87810,   0.85276,   0.10498, 147.00000
 373.00000,   3.00000,  19.43000,   0.07143,   6.02071,   0.61453,   0.04947,   0.10957,   0.84094,   0.40020,   0.15904,   0.30126, 168.00000
 374.00000,   3.00000,  17.28000,   0.12230,   6.42568,   0.44423,   0.87048,   0.10302,   0.02649,   0.35706,   0.97350,   0.02292, 139.00000
 375.00000,   3.00000,  16.45000,   0.10695,  12.68597,   0.92628,   0.44358,   0.29226,   0.26414,   0.32785,   0.73584,   0.14509, 187.00000
 376.00000,   3.00000,  18.76000,   0.09317,  20.40446,   0.86167,   0.59974,   0.35840,   0.04186,   1.92806,   0.95814,   0.02903, 161.00000
 377.00000,   3.00000,  24.87000,   0.11475,   6.48375,   0.62757,   0.44431,   0.10869,   0.44698,   0.40435,   0.55300,   0.22320, 183.00000
 378.00000,   3.00000,  13.62000,   0.12775,   6.50806,   0.65348,   0.65844,   0.10878,   0.23276,   0.17411,   0.76722,   0.14785, 227.00000
 379.00000,   3.00000,  20.68000,   0.01923,   7.95718,   0.66445,   0.60415,   0.19297,   0.20287,   0.70567,   0.79712,   0.12690, 104.00000
 380.00000,   3.00000,  16.28000,   0.13918,   7.16571,   0.68468,   0.68974,   0.09617,   0.21407,   0.22038,   0.78591,   0.14044, 194.00000
 381.00000,   3.00000,  17.30000,   0.02312,   8.20783,   0.70580,   0.46241,   0.06330,   0.47428,   0.55825,   0.52571,   0.23574, 173.00000
 382.00000,   3.00000,  14.04000,   0.03448,  26.11848,   0.96192,   0.80832,   0.08505,   0.10663,   0.74368,   0.89337,   0.08213, 145.00000
 383.00000,   3.00000,  19.16000,   0.16667,   6.82126,   0.66314,   0.38943,   0.36380,   0.24675,   0.26250,   0.75323,   0.13285, 216.00000
 384.00000,   3.00000,  22.35000,   0.08333,  10.87029,   0.84979,   0.58504,   0.17415,   0.24079,   0.24798,   0.75919,   0.14543, 252.00000
 385.00000,   3.00000,  18.69000,   0.08811,  11.95203,   0.87692,   0.43526,   0.14947,   0.41525,   0.25661,   0.58473,   0.20973, 227.00000
 386.00000,   3.00000,  17.22000,   0.18421,   7.03686,   0.67942,   0.46472,   0.31390,   0.22136,   0.28756,   0.77862,   0.12601, 190.00000
 387.00000,   3.00000,  25.83000,   0.04245,  12.04858,   0.84920,   0.48733,   0.07632,   0.43634,   0.44450,   0.56365,   0.22388, 212.00000
 388.00000,   3.00000,  16.42000,   0.11043,   9.85497,   0.74740,   0.41361,   0.11392,   0.47246,   0.52535,   0.52752,   0.22948, 163.00000
 389.00000,   3.00000,  16.33000,   0.05752,  11.45202,   0.86894,   0.72714,   0.02945,   0.24339,   0.25428,   0.75660,   0.16052, 226.00000
 390.00000,   3.00000,  16.42000,   0.15421,   9.27687,   0.80553,   0.70608,   0.10073,   0.19316,   0.20032,   0.80682,   0.12990, 214.00000
 391.00000,   3.00000,  14.85000,   0.05820,  47.26087,   1.59008,   0.49527,   0.30855,   0.19618,   0.89196,   0.80382,   0.11534, 189.00000
 392.00000,   3.00000,  18.64000,   0.12644,   4.68965,   0.54049,   0.51692,   0.29444,   0.18862,   0.23771,   0.81136,   0.11283, 174.00000
